,Unnamed: 0,Unnamed: 0_x,Unnamed: 0.1,lat,log,IMG_VIS,IMG_SWIR,Unnamed: 0_y,cot,cer,Sun_Elevation,Sat_Elevation,Sat_Azimuth,Sun_Azimuth
0,173482,173482,23185462,35.805,74.312,104,220,3452.0,1652.0,2103.0,7242.4785,4766.502,16672.78,13892.247
1,200804,200804,23320102,35.655,74.329,348,360,25121.0,1381.0,4783.0,7250.471,4784.7915,16667.371,13865.129
2,209985,209985,23365040,35.594,75.006,345,383,18411.0,629.0,533.0,7290.818,4790.2646,16787.463,13977.955
3,237145,237145,23499437,35.494,72.2,87,229,93992.0,1038.0,1340.0,7147.038,4760.65,16315.344,13320.322
4,255560,255560,23589310,35.369,73.528,362,398,84634.0,1508.0,1658.0,7209.6396,4809.357,16544.549,13580.42
5,257789,257789,23600469,35.37,72.821,132,207,99465.0,868.0,936.0,7175.075,4781.4766,16426.588,13472.102
6,257864,257864,23600544,35.354,73.692,335,397,83295.0,1368.0,1794.0,7225.211,4809.357,16544.549,13580.42
7,262334,262334,23622874,35.353,72.417,329,384,110262.0,1452.0,3022.0,7162.9033,4779.6157,16368.327,13382.013
8,271657,271657,23667911,35.27,74.244,123,288,83346.0,813.0,2005.0,7272.5894,4838.716,16657.457,13779.629
9,285207,285207,23735022,35.241,71.828,213,315,138648.0,1209.0,1300.0,7149.419,4760.7495,16218.662,13150.416
10,289822,289822,23757487,35.21,72.123,111,225,137320.0,1959.0,954.0,7160.328,4760.7495,16305.316,13239.284
11,303749,303749,23824953,35.103,73.825,226,358,117163.0,1464.0,3853.0,7242.3267,4828.4927,16575.38,13537.154
12,317313,317313,23892042,35.083,71.154,333,369,175153.0,1438.0,757.0,7128.2144,4771.2686,16126.227,13054.032
13,319746,319746,23903395,35.037,72.703,150,297,150915.0,1347.0,989.0,7200.492,4806.706,16365.763,13372.98
14,320268,320268,23903917,34.958,78.68,332,477,17337.0,711.0,558.0,7520.5586,4925.259,17392.553,14986.626
15,322009,322009,23914577,35.034,72.264,190,312,160354.0,1357.0,2901.0,7176.26,4806.706,16304.072,13247.59
16,324871,324871,23926358,34.933,78.692,254,450,20046.0,918.0,704.0,7520.5586,4925.259,17392.553,14986.626
17,328939,328939,23948263,34.991,72.57,219,370,160382.0,950.0,2446.0,7189.666,4806.706,16365.763,13356.541
18,333453,333453,23970612,34.988,71.517,225,341,181955.0,997.0,1319.0,7153.6494,4784.402,16204.422,13089.365
19,350025,350025,24049591,34.817,76.575,214,358,93026.0,907.0,1445.0,7455.6777,4920.579,17017.168,14277.434
20,354218,354218,24071612,34.872,71.765,117,287,194165.0,983.0,2144.0,7176.185,4796.1514,16209.091,13070.155
21,354703,354703,24072097,34.785,77.327,273,414,78186.0,773.0,2285.0,7486.6553,4935.8276,17153.822,14585.298
22,357095,357095,24083402,34.764,78.292,210,301,56584.0,586.0,677.0,7539.2236,4946.083,17269.508,14921.221
23,359233,359233,24094453,34.77,76.374,147,312,105198.0,799.0,426.0,7426.118,4920.579,16946.152,14256.398
24,361434,361434,24105566,34.774,75.155,302,378,134889.0,1205.0,1443.0,7376.8613,4897.1475,16774.422,13936.315
25,361513,361513,24105645,34.762,76.056,410,480,114652.0,1100.0,1786.0,7395.962,4916.1855,16900.496,14130.277
26,363817,363817,24116861,34.75,76.012,332,469,117357.0,1089.0,1146.0,7395.962,4916.1855,16895.506,14130.277
27,366317,366317,24128273,34.716,78.193,298,377,64703.0,713.0,708.0,7522.25,4948.5977,17269.508,14921.221
28,370494,370494,24150272,34.758,73.165,325,374,182105.0,1113.0,1873.0,7216.2783,4857.461,16459.133,13421.431
29,370807,370807,24150585,34.705,76.743,262,360,105227.0,497.0,609.0,7459.693,4928.907,17023.56,14218.666
30,372638,372638,24161327,34.784,71.257,155,333,217142.0,1027.0,2231.0,7160.147,4813.468,16120.821,12976.325
31,373149,373149,24161838,34.689,77.118,422,483,98484.0,663.0,1045.0,7476.0015,4933.1577,17121.838,14540.676
32,373428,373428,24162117,34.667,80.274,124,272,14715.0,1345.0,2212.0,7615.2983,4964.7974,17662.78,15442.611
33,375360,375360,24172959,34.689,75.994,383,429,126835.0,680.0,423.0,7399.023,4918.7,16895.506,14090.765
34,375376,375376,24172975,34.687,76.176,246,417,122787.0,852.0,869.0,7399.023,4918.7,16926.164,14153.915
35,377787,377787,24184296,34.662,77.324,359,498,97144.0,896.0,2334.0,7492.1885,4939.961,17153.822,14540.676
36,378015,378015,24184524,34.644,79.902,152,332,25530.0,1260.0,2264.0,7615.187,4962.4414,17600.396,15264.373
37,379711,379711,24195129,34.713,72.906,271,298,194269.0,988.0,1237.0,7219.3394,4859.9756,16417.018,13281.552
38,381823,381823,24206149,34.75,70.589,122,253,234690.0,932.0,1409.0,7124.219,4787.5264,16026.445,12838.203
39,382385,382385,24206711,34.64,77.042,324,461,106604.0,883.0,2198.0,7466.744,4934.7764,17073.521,14540.676
40,382417,382417,24206743,34.637,77.405,356,470,98504.0,870.0,1051.0,7492.1885,4939.961,17188.697,14540.676
41,382428,382428,24206754,34.635999999999996,77.529,309,441,95805.0,897.0,2268.0,7491.736,4944.0576,17188.697,14540.676
42,384888,384888,24218122,34.611,79.204,336,472,51222.0,1027.0,2508.0,7592.6064,4952.575,17469.902,15138.205
43,389202,389202,24240251,34.62,75.681,400,476,144414.0,933.0,1001.0,7413.6104,4911.5073,16827.848,13963.087
44,389443,389443,24240492,34.591,78.414,366,460,76905.0,1288.0,889.0,7557.2734,4950.2163,17322.744,14881.708
45,391238,391238,24251194,34.659,72.51,264,303,210483.0,1287.0,1561.0,7207.9004,4843.3467,16356.087,13243.533
46,391881,391881,24251837,34.571,79.825,160,307,41776.0,1752.0,2111.0,7615.106,4962.165,17565.75,15233.234
47,393853,393853,24262716,34.591,75.968,396,452,141729.0,934.0,1352.0,7414.0117,4920.319,16891.562,14090.765
48,396121,396121,24273890,34.586,75.446,345,472,155228.0,881.0,1867.0,7403.522,4911.5073,16832.465,13891.694
49,396257,396257,24274026,34.567,76.99,291,401,118788.0,900.0,2691.0,7480.215,4935.582,17069.74,14540.676
50,400785,400785,24296366,34.556,75.857,432,471,149846.0,1219.0,6475.0,7410.73,4921.1245,16891.562,14078.372
51,400831,400831,24296412,34.55,76.38,194,367,137700.0,745.0,1003.0,7445.122,4925.518,16942.371,14199.384
52,400919,400919,24296500,34.539,77.377,313,431,113399.0,1109.0,6967.0,7505.659,4940.7666,17184.916,14528.283
53,401105,401105,24296686,34.523,79.477,379,451,58008.0,996.0,2413.0,7621.3745,4983.191,17498.094,15163.176
54,403079,403079,24307565,34.547,75.62,436,463,156597.0,677.0,4687.0,7413.6104,4912.313,16828.027,13950.694
55,403131,403131,24307617,34.539,76.21,236,415,143103.0,1610.0,2435.0,7414.0117,4921.1245,16922.383,14141.522
56,405428,405428,24318819,34.53,76.007,329,457,149858.0,1235.0,2336.0,7422.2134,4945.9297,16891.725,14078.372
57,405486,405486,24318877,34.522,76.665,322,428,133659.0,718.0,635.0,7482.8833,4950.323,17019.78,14206.273
58,405583,405583,24318974,34.510999999999996,77.763,246,370,108009.0,804.0,1075.0,7513.408,4970.0366,17213.314,14587.743
59,407834,407834,24330130,34.506,77.04,231,367,126917.0,714.0,825.0,7488.4165,4960.387,17069.74,14528.283
60,410015,410015,24341215,34.512,75.509,411,435,164713.0,652.0,825.0,7403.522,4937.118,16842.795,13950.694
61,410307,410307,24341507,34.478,78.814,231,347,83700.0,782.0,945.0,7598.521,4975.827,17384.03,14884.67
62,412358,412358,24352462,34.495,75.817,360,469,159322.0,912.0,3559.0,7418.9316,4945.9297,16827.848,14075.706
63,412390,412390,24352494,34.491,76.18,403,466,151226.0,1175.0,1141.0,7422.2134,4945.9297,16922.383,14138.856
64,412634,412634,24352738,34.465,78.939,240,458,82353.0,792.0,1099.0,7599.4395,4975.827,17403.285,14884.67
65,414562,414562,24363570,34.501,74.543,135,303,189004.0,1169.0,2960.0,7336.9634,4924.941,16639.48,13636.306
66,414838,414838,24363846,34.463,77.675,380,473,116128.0,613.0,842.0,7513.969,4969.6685,17213.314,14585.077
67,414905,414905,24363913,34.457,78.432,264,420,97219.0,872.0,1241.0,7566.3936,4975.827,17322.744,14876.341
68,416737,416737,24374648,34.516999999999996,72.919,105,223,222709.0,1161.0,1285.0,7235.2207,4867.4087,16401.756,13269.159
69,416946,416946,24374857,34.478,75.308,337,465,174175.0,967.0,668.0,7396.907,4937.118,16832.465,13876.636
70,416990,416990,24374901,34.471,75.808,373,464,163384.0,1043.0,2587.0,7418.034,4945.9297,16827.848,14075.706
71,417060,417060,24374971,34.461,76.602,274,427,144488.0,848.0,720.0,7481.986,4950.323,17013.387,14203.607
72,417092,417092,24375003,34.458,76.964,221,405,136391.0,599.0,571.0,7487.519,4960.387,17069.74,14525.617
73,417284,417284,24375195,34.44,79.131,369,514,81010.0,949.0,1458.0,7601.7266,4978.186,17469.902,15123.146
74,417300,417300,24375211,34.439,79.311,169,365,74249.0,1155.0,914.0,7601.7266,4983.191,17485.42,15123.146
75,419333,419333,24386147,34.455,76.104,413,447,157991.0,1236.0,1942.0,7421.316,4945.9297,16896.715,14075.706
76,419410,419410,24386224,34.445,76.976,205,384,137746.0,694.0,870.0,7487.519,4960.387,17069.74,14525.617
77,421885,421885,24397602,34.418,78.76,362,490,94530.0,608.0,609.0,7600.7573,4975.827,17384.03,14861.448
78,421924,421924,24397641,34.415,79.2,331,525,82368.0,770.0,2206.0,7603.0444,4978.186,17469.902,15099.925
79,424263,424263,24408882,34.400999999999996,79.437,191,370,75610.0,1011.0,1558.0,7630.2476,4983.191,17498.094,15137.288
80,424294,424294,24408913,34.4,79.785,194,332,64795.0,1247.0,2443.0,7632.1807,4986.97,17565.75,15194.954
81,426294,426294,24419814,34.417,76.186,416,452,162061.0,725.0,1380.0,7422.634,4945.9297,16922.383,14115.635
82,428496,428496,24430917,34.423,74.858,322,403,193095.0,1216.0,864.0,7356.308,4926.8916,16731.844,13707.283
83,430930,430930,24442251,34.393,76.154,419,447,166121.0,795.0,740.0,7422.634,4964.646,16922.383,14074.091
84,431101,431101,24442422,34.374,78.087,146,318,117510.0,500.0,639.0,7550.738,4993.5493,17262.705,14843.428
85,433162,433162,24453383,34.394,75.156,414,439,190413.0,1253.0,1157.0,7382.815,4945.608,16770.64,13853.414
86,433251,433251,24453472,34.381,76.166,448,439,167476.0,778.0,846.0,7422.634,4964.646,16922.383,14115.635
87,435451,435451,24464571,34.387,74.794,286,404,199860.0,968.0,523.0,7356.308,4945.608,16697.79,13707.283
88,435809,435809,24464929,34.344,78.842,306,495,101306.0,826.0,511.0,7600.7573,4994.5435,17403.285,14861.448
89,437705,437705,24475724,34.387,74.031,207,351,217396.0,1366.0,7476.0,7321.427,4931.874,16558.338,13570.344
90,437823,437823,24475842,34.367,75.375,407,462,189078.0,1385.0,1987.0,7397.3276,4955.8345,16832.465,13853.414
91,437866,437866,24475885,34.36,75.862,317,415,178285.0,827.0,3300.0,7419.352,4964.646,16891.562,14052.484
92,442453,442453,24498269,34.344,75.229,410,468,195836.0,1106.0,1555.0,7382.815,4955.8345,16775.611,13853.414
93,442506,442506,24498322,34.336,75.83,331,444,182345.0,996.0,2741.0,7419.352,4964.646,16827.848,14052.484
94,442546,442546,24498362,34.330999999999996,76.283,367,466,171548.0,946.0,2250.0,7453.744,4965.0977,16922.383,14129.305
95,442811,442811,24498627,34.305,79.271,213,434,93205.0,1654.0,1016.0,7609.681,5000.1035,17478.387,15050.681
96,444533,444533,24509247,34.379,72.467,110,242,252460.0,1386.0,771.0,7222.684,4884.264,16343.494,13153.183
97,444907,444907,24509621,34.314,76.725,249,386,163457.0,1073.0,599.0,7483.3037,4974.853,17019.78,14131.142
98,449554,449554,24532063,34.289,76.75,288,426,166167.0,1155.0,1418.0,7483.3037,4974.853,17019.78,14131.142
99,449618,449618,24532127,34.282,77.472,241,404,147261.0,1131.0,2309.0,7513.8286,4988.385,17184.916,14453.151
100,449741,449741,24532250,34.271,78.857,308,476,112140.0,533.0,542.0,7600.7573,4994.5435,17403.285,14812.204
101,449785,449785,24532294,34.268,79.351,141,333,98626.0,1123.0,577.0,7609.681,5001.907,17485.42,15053.923
102,449927,449927,24532436,34.262,80.945,457,419,54016.0,1177.0,944.0,7669.4126,5013.729,17763.736,15552.617
103,451817,451817,24543223,34.285,76.072,384,399,183719.0,1328.0,2689.0,7422.634,4964.646,16896.715,14003.24
104,452255,452255,24543661,34.249,81.002,371,418,49956.0,1018.0,1082.0,7669.4126,5013.729,17763.736,15552.617
105,453825,453825,24554128,34.33,72.485,112,254,259233.0,1130.0,1399.0,7222.684,4884.264,16343.494,13205.253
106,454046,454046,24554349,34.287,75.008,401,422,209359.0,1004.0,5647.0,7378.4897,4945.608,16770.64,13658.037
107,454130,454130,24554433,34.274,75.96,272,413,187772.0,1556.0,2372.0,7422.634,4964.646,16891.562,14003.24
108,456448,456448,24565647,34.262,75.893,346,433,191830.0,1023.0,1981.0,7420.507,4964.646,16891.562,14003.24
109,458503,458503,24576598,34.299,72.832,93,226,256557.0,2951.0,1656.0,7244.517,4886.125,16401.756,13194.025
110,458703,458703,24576798,34.260999999999996,75.112,437,436,210722.0,1419.0,2052.0,7382.815,4945.608,16770.64,13658.037
111,461045,461045,24588036,34.246,75.318,368,446,208032.0,1164.0,1975.0,7397.3276,4955.8345,16832.465,13804.168
112,461062,461062,24588053,34.243,75.51,422,450,203986.0,1264.0,4215.0,7403.9424,4955.8345,16842.795,13875.5625
113,461149,461149,24588140,34.231,76.494,286,420,181044.0,900.0,1099.0,7453.744,4969.0396,16942.371,14131.142
114,461520,461520,24588511,34.201,80.666,340,337,66191.0,2545.0,1021.0,7650.7656,5012.439,17732.422,15391.717
115,461548,461548,24588539,34.201,80.98,422,394,59434.0,1227.0,2676.0,7669.4126,5013.729,17763.736,15552.617
116,463470,463470,24599356,34.219,76.45,322,411,183749.0,1186.0,1186.0,7453.744,4969.0396,16942.371,14131.142
117,465477,465477,24610258,34.262,72.836,107,197,261974.0,1729.0,730.0,7244.517,4886.125,16401.756,13194.025
118,465756,465756,24610537,34.211999999999996,76.01,300,411,195902.0,1160.0,1437.0,7422.634,4964.646,16891.725,14003.24
119,465796,465796,24610577,34.207,76.462,385,430,185104.0,1005.0,2100.0,7453.744,4969.0396,16942.371,14131.142
120,465861,465861,24610642,34.199,77.196,238,396,167554.0,793.0,872.0,7499.6123,4984.288,17118.057,14453.151
121,468009,468009,24621685,34.211,75.196,370,445,216147.0,829.0,2632.0,7382.815,4945.608,16769.416,13804.168
122,468035,468035,24621711,34.207,75.491,418,432,209401.0,1074.0,3474.0,7403.9424,4955.8345,16838.145,13875.5625
123,470309,470309,24632879,34.203,74.902,161,268,224246.0,1643.0,1187.0,7378.4897,4945.608,16725.648,13658.037
124,472680,472680,24644143,34.184,75.402,412,472,214810.0,1239.0,3035.0,7420.2095,4983.988,16823.576,13804.168
125,472793,472793,24644256,34.168,76.68,408,448,185121.0,1213.0,4239.0,7506.1865,4997.193,17019.78,14125.948
126,474988,474988,24655344,34.175,75.188,334,447,221563.0,1063.0,4004.0,7405.697,4973.761,16766.723,13804.168
127,475058,475058,24655414,34.164,75.98,356,454,204025.0,1644.0,2364.0,7445.5156,4992.7993,16891.725,13998.047
128,475121,475121,24655477,34.156,76.692,443,454,186476.0,1020.0,2644.0,7506.1865,4997.193,17019.78,14125.948
129,477329,477329,24666577,34.16,75.337,410,455,220222.0,1321.0,4180.0,7420.2095,4983.988,16823.576,13798.975
130,482085,482085,24689117,34.122,76.469,181,307,197293.0,1387.0,2605.0,7476.627,4997.193,16942.371,14125.948
131,482091,482091,24689123,34.121,76.536,173,311,195944.0,1235.0,3071.0,7506.1865,4997.193,17013.387,14125.948
132,482257,482257,24689289,34.104,78.404,274,449,147322.0,546.0,610.0,7590.5933,5022.697,17322.744,14788.99
133,482407,482407,24689439,34.094,80.086,125,223,101372.0,1316.0,2497.0,7668.7266,5034.922,17588.63,15234.856
134,484351,484351,24700274,34.118,75.758,376,431,216195.0,1224.0,2236.0,7442.234,4983.988,16827.848,13870.369
135,484799,484799,24700722,34.08,80.791,186,290,83800.0,961.0,1547.0,7673.6484,5041.3223,17744.285,15487.359
136,486927,486927,24711741,34.078,78.54,226,381,147330.0,1161.0,577.0,7590.5933,5022.697,17316.324,14760.5625
137,487070,487070,24711884,34.07,80.142,106,187,102729.0,2364.0,1179.0,7668.7266,5035.6333,17605.652,15196.737
138,488914,488914,24722619,34.109,74.685,143,273,243186.0,920.0,643.0,7377.8477,4970.06,16687.129,13652.844
139,488930,488930,24722635,34.106,74.866,376,415,239139.0,1312.0,483.0,7379.19,4973.761,16722.955,13652.844
140,491310,491310,24733905,34.086,75.434,365,438,228355.0,1150.0,3016.0,7426.824,4983.988,16817.156,13798.975
141,491354,491354,24733949,34.08,75.931,347,458,217563.0,1296.0,1670.0,7445.4546,4992.7993,16885.143,13959.928
142,493736,493736,24745221,34.061,76.518,266,342,205422.0,1108.0,1452.0,7476.627,4997.193,17006.967,14087.829
143,496090,496090,24756465,34.045,76.79,314,462,200026.0,716.0,1010.0,7506.1865,5003.0063,17025.111,14087.829
144,496128,496128,24756503,34.041,77.217,203,380,190577.0,1063.0,1234.0,7522.494,5012.4414,17111.637,14409.839
145,498268,498268,24767532,34.055,75.064,371,436,241865.0,1420.0,4553.0,7401.3716,4973.761,16755.332,13614.725
146,500686,500686,24778839,34.03,76.048,343,465,221636.0,792.0,646.0,7445.5156,4992.7993,16890.295,13956.863
147,500764,500764,24778917,34.02,76.926,338,436,200036.0,953.0,2093.0,7511.7197,5007.257,17025.111,14406.774
148,500947,500947,24779100,34.003,78.98,211,427,148710.0,766.0,913.0,7641.8364,5026.909,17396.865,15004.304
149,501111,501111,24779264,33.995,80.815,223,361,91926.0,1159.0,1980.0,7691.845,5045.831,17744.285,15484.295
150,502759,502759,24789801,34.062,73.123,206,291,285023.0,1575.0,581.0,7269.53,4934.33,16428.562,13251.08
151,505357,505357,24801287,34.004,76.14,320,358,222997.0,1078.0,2418.0,7463.712,4997.0117,16915.963,13978.47
152,510084,510084,24823790,33.972,76.851,306,451,209510.0,644.0,671.0,7524.383,5007.2188,17025.111,14084.765
153,510329,510329,24824035,33.951,79.597,294,417,137910.0,1235.0,988.0,7671.3276,5039.2896,17563.441,15099.331
154,512185,512185,24834778,33.995,74.232,230,348,270230.0,1330.0,3008.0,7360.2656,4976.023,16617.318,13474.721
155,512225,512225,24834818,33.988,74.686,117,253,260791.0,861.0,524.0,7396.045,4974.2725,16680.709,13611.66
156,512275,512275,24834868,33.979,75.251,363,430,248653.0,1413.0,2083.0,7423.893,4988.2,16760.303,13757.791
157,512368,512368,24834961,33.966,76.3,176,335,224364.0,761.0,685.0,7494.823,4997.4634,16935.951,14067.294
158,512455,512455,24835048,33.955999999999996,77.279,170,317,200061.0,979.0,783.0,7555.3604,5016.654,17111.637,14406.774
159,512482,512482,24835075,33.953,77.582,276,441,193311.0,1007.0,2060.0,7556.366,5025.767,17178.496,14424.299
160,512529,512529,24835122,33.948,78.109,310,398,179804.0,785.0,927.0,7591.817,5030.9316,17256.285,14747.807
161,512547,512547,24835140,33.946999999999996,78.311,406,468,173046.0,871.0,1474.0,7608.7905,5031.926,17259.307,14747.807
162,512710,512710,24835303,33.936,80.134,401,356,124395.0,2148.0,3663.0,7686.9233,5044.8623,17609.73,15193.673
163,514571,514571,24846051,33.973,74.834,199,309,259450.0,1255.0,1112.0,7397.387,4977.9736,16716.535,13611.66
164,514662,514662,24846142,33.959,75.862,315,423,236517.0,1757.0,4563.0,7460.43,4997.0117,16885.143,13956.863
165,514902,514902,24846382,33.933,78.558,122,291,168998.0,751.0,976.0,7608.7905,5031.926,17316.324,14745.379
166,514919,514919,24846399,33.931,78.748,125,272,164947.0,542.0,866.0,7641.8364,5031.926,17377.61,14766.113
167,514946,514946,24846426,33.93,79.05,328,500,155485.0,710.0,983.0,7643.363,5031.926,17463.482,15004.59
168,516772,516772,24857139,33.985,73.337,467,356,291814.0,2860.0,1463.0,7301.9634,4938.5425,16437.035,13255.967
169,516877,516877,24857244,33.966,74.53,300,422,267548.0,1094.0,1708.0,7360.2656,4976.023,16624.172,13514.795
170,516927,516927,24857294,33.957,75.095,322,426,255410.0,1314.0,1483.0,7419.569,4977.9736,16755.332,13611.66
171,516966,516966,24857333,33.951,75.536,432,429,245969.0,1253.0,3392.0,7450.741,4993.217,16824.97,13829.186
172,516985,516985,24857352,33.949,75.75,425,458,240570.0,1654.0,2196.0,7455.109,4993.217,16821.428,13829.186
173,517091,517091,24857458,33.935,76.943,211,409,212225.0,835.0,1905.0,7529.916,5016.486,17063.32,14406.774
174,519259,519259,24868511,33.946,75.062,291,382,258116.0,1183.0,2673.0,7419.569,4982.99,16755.332,13611.66
175,519526,519526,24868778,33.912,78.066,187,298,185218.0,888.0,827.0,7591.817,5030.9316,17256.285,14735.6875
176,521601,521601,24879738,33.933,75.143,330,455,258123.0,1288.0,3610.0,7423.893,4982.99,16755.332,13745.672
177,521906,521906,24880043,33.896,78.571,276,442,173061.0,822.0,679.0,7608.7905,5031.926,17316.324,14745.379
178,524329,524329,24891351,33.878,79.555,372,451,150095.0,1390.0,3325.0,7671.3276,5039.2896,17491.674,15036.478
179,526113,526113,24902019,33.937,73.343,443,331,298586.0,2030.0,5823.0,7318.3823,4951.3037,16437.035,13255.967
180,526286,526286,24902192,33.906,75.303,400,418,258137.0,1118.0,2766.0,7438.406,4993.217,16817.156,13745.672
181,526312,526312,24902218,33.902,75.596,429,443,251391.0,1059.0,2111.0,7450.741,4993.217,16821.607,13817.066
182,526334,526334,24902240,33.899,75.844,373,453,245995.0,1648.0,3609.0,7460.43,5002.0283,16885.143,13944.744
183,526353,526353,24902259,33.896,76.058,218,351,240595.0,811.0,408.0,7463.712,5002.0283,16890.295,13944.744
184,526462,526462,24902368,33.883,77.283,221,362,210895.0,570.0,260.0,7555.3604,5021.6704,17111.637,14389.182
185,526498,526498,24902404,33.879,77.687,209,393,200089.0,1119.0,456.0,7556.366,5025.767,17206.895,14448.642
186,528568,528568,24913358,33.903,74.694,120,258,272980.0,1293.0,721.0,7412.464,4979.289,16680.709,13599.541
187,528638,528638,24913428,33.891999999999996,75.485,377,436,255444.0,945.0,893.0,7445.0205,4993.217,16829.031,13817.066
188,530795,530795,24924469,33.911,73.459,333,328,299951.0,2054.0,2121.0,7318.3823,4962.542,16437.035,13243.848
189,530927,530927,24924601,33.887,74.955,450,459,268940.0,1353.0,4278.0,7419.569,4982.99,16716.535,13599.541
190,531003,531003,24924677,33.875,75.813,264,438,250055.0,1411.0,3763.0,7460.43,5002.0283,16821.428,13939.2705
191,533170,533170,24935727,33.891,73.892,189,314,293220.0,1006.0,796.0,7321.3267,4962.872,16543.031,13462.602
192,533271,533271,24935828,33.874,75.035,332,401,268947.0,1366.0,5098.0,7419.569,4982.99,16755.332,13594.067
193,533511,533511,24936068,33.843,77.734,150,344,205509.0,1242.0,309.0,7556.366,5044.845,17206.895,14448.642
194,535643,535643,24947083,33.856,75.431,384,450,262211.0,1306.0,2269.0,7445.0205,4993.217,16817.156,13740.198
195,537853,537853,24958176,33.865,73.997,182,289,294584.0,1382.0,1576.0,7360.7275,4977.001,16543.031,13457.128
196,537927,537927,24958250,33.852,74.834,387,440,277055.0,1305.0,929.0,7413.806,5001.7,16716.535,13594.067
197,538139,538139,24958462,33.823,77.22,308,427,221724.0,987.0,365.0,7540.6914,5040.3804,17111.637,14375.293
198,540488,540488,24969693,33.81,77.344,210,375,220379.0,901.0,818.0,7555.3604,5040.3804,17143.621,14375.293
199,544800,544800,24991769,33.842,73.24,187,251,314827.0,1450.0,2980.0,7285.9487,4951.3037,16433.064,13232.957
200,544985,544985,24991954,33.809,75.334,181,313,271682.0,1501.0,2884.0,7438.406,5011.927,16817.156,13726.31
201,545021,545021,24991990,33.804,75.74,294,418,262237.0,926.0,2951.0,7455.109,5011.927,16821.428,13797.704
202,547336,547336,25003186,33.795,75.471,221,321,270340.0,1416.0,2829.0,7445.0205,5011.927,16829.031,13797.704
203,551912,551912,25025524,33.787,74.322,337,412,298677.0,1280.0,613.0,7376.6846,4999.7495,16617.318,13419.785
204,554035,554035,25036527,33.82,71.855,459,332,347199.0,1841.0,682.0,7227.3105,4907.408,16262.563,12848.538
205,554478,554478,25036970,33.742,76.867,150,324,243366.0,624.0,573.0,7544.713,5043.373,17025.111,14029.829
206,554531,554531,25037023,33.736,77.46,375,459,227158.0,610.0,955.0,7575.238,5052.6543,17178.496,14351.839
207,559093,559093,25059345,33.726,76.139,161,304,263624.0,1057.0,665.0,7484.042,5020.7383,16915.963,13923.534
208,559143,559143,25059395,33.72,76.7,272,409,250125.0,713.0,1562.0,7544.713,5039.1226,17013.36,14029.829
209,559186,559186,25059438,33.715,77.182,229,359,237972.0,1073.0,1514.0,7561.0215,5048.5576,17111.637,14351.839
210,561318,561318,25070449,33.731,74.835,380,437,294660.0,1156.0,4929.0,7434.136,5001.7,16716.535,13556.725
211,561451,561451,25070582,33.711999999999996,76.331,321,443,260931.0,1510.0,2075.0,7515.1533,5021.19,16935.951,14012.358
212,561474,561474,25070605,33.709,76.589,165,307,254179.0,969.0,945.0,7544.713,5025.132,17006.967,14029.829
213,563627,563627,25081637,33.725,74.475,362,459,304108.0,1426.0,3958.0,7397.0146,4999.7495,16624.172,13459.859
214,563705,563705,25081715,33.711999999999996,75.354,230,339,285226.0,1070.0,2050.0,7458.736,5011.927,16817.156,13702.855
215,563714,563714,25081724,33.711,75.455,292,415,282526.0,1576.0,1224.0,7465.3506,5011.927,16829.031,13774.25
216,563911,563911,25081921,33.686,77.665,241,335,228526.0,1183.0,1814.0,7576.6963,5052.6543,17206.895,14411.299
217,564289,564289,25082299,33.667,81.877,420,235,105510.0,3406.0,533.0,7755.5166,5077.9985,17974.648,15898.52
218,566085,566085,25092973,33.694,75.783,255,391,277137.0,783.0,1472.0,7480.7603,5020.7383,16821.428,13774.25
219,566090,566090,25092978,33.694,75.839,233,375,275787.0,813.0,774.0,7480.7603,5020.7383,16885.143,13901.928
220,568365,568365,25104130,33.692,75.075,160,302,294681.0,1305.0,3528.0,7439.899,5001.7,16755.332,13556.725
221,568382,568382,25104147,33.689,75.266,224,241,290635.0,1083.0,2594.0,7444.223,5011.927,16760.303,13702.855
222,568404,568404,25104169,33.686,75.514,273,384,285240.0,1466.0,1653.0,7465.3506,5011.927,16830.18,13774.25
223,568742,568742,25104507,33.65,79.295,187,329,190706.0,1297.0,650.0,7671.0903,5079.5923,17469.035,14961.773
224,570921,570921,25115563,33.652,77.465,243,425,239346.0,748.0,353.0,7575.238,5067.8735,17172.217,14294.259
225,577406,577406,25148677,33.711,71.3,118,243,374233.0,974.0,861.0,7211.2715,4920.2524,16158.572,12752.301
226,577800,577800,25149071,33.634,75.765,273,415,286615.0,780.0,1147.0,7480.7603,5035.9575,16815.148,13716.67
227,580103,580103,25160250,33.628,75.305,133,279,298764.0,1198.0,683.0,7458.736,5027.146,16810.877,13645.275
228,580566,580566,25160713,33.585,80.477,280,267,165035.0,1939.0,2199.0,7711.021,5096.2036,17686.193,15302.81
229,580691,580691,25160838,33.583,81.866,173,286,123113.0,1965.0,4215.0,7755.5166,5099.511,17977.424,15898.52
230,580998,580998,25161145,33.594,85.281,465,424,4050.0,956.0,2293.0,7814.91,5086.7104,18613.018,17414.234
231,584815,584815,25182712,33.601,75.555,320,446,296077.0,1148.0,973.0,7471.0713,5033.4395,16820.158,13716.67
232,584854,584854,25182751,33.595,75.992,236,346,286634.0,1362.0,920.0,7484.042,5042.251,16879.025,13844.348
